,id,entity_id,timestamp,provider,code,name,level,open,close,high,low,volume,turnover,change_pct,turnover_rate
8024,stock_sz_000983_2011-11-25,stock_sz_000983,2011-11-25,joinquant,000983,山西焦煤,1d,112.26,111.71,113.53,111.41,1268147.0,142441488.0,,
8025,stock_sz_002460_2011-11-25,stock_sz_002460,2011-11-25,joinquant,002460,赣锋锂业,1d,40.04,39.36,40.6,39.26,1142694.0,45657964.0,,
8026,stock_sh_600157_2011-11-25,stock_sh_600157,2011-11-25,joinquant,600157,永泰能源,1d,142.51,141.05,144.06,140.96,186526.0,26592330.0,,
8027,stock_sh_600188_2011-11-25,stock_sh_600188,2011-11-25,joinquant,600188,兖矿能源,1d,63.7,63.77,64.57,63.21,1246256.0,79703256.0,,
8028,stock_sh_601088_2011-11-25,stock_sh_601088,2011-11-25,joinquant,601088,中国神华,1d,27.62,27.49,27.8,27.36,7897204.0,217604544.0,,
8029,stock_sz_000723_2011-11-28,stock_sz_000723,2011-11-28,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8030,stock_sz_000983_2011-11-28,stock_sz_000983,2011-11-28,joinquant,000983,山西焦煤,1d,111.95,112.08,112.86,111.41,1038310.0,116421992.0,,
8031,stock_sz_002460_2011-11-28,stock_sz_002460,2011-11-28,joinquant,002460,赣锋锂业,1d,39.7,39.49,40.3,39.19,1065825.0,42346532.0,,
8032,stock_sh_600157_2011-11-28,stock_sh_600157,2011-11-28,joinquant,600157,永泰能源,1d,141.6,147.15,147.34,140.41,720394.0,103817776.0,,
8033,stock_sh_600188_2011-11-28,stock_sh_600188,2011-11-28,joinquant,600188,兖矿能源,1d,64.38,64.16,64.59,63.34,1251488.0,80200128.0,,
8034,stock_sh_601088_2011-11-28,stock_sh_601088,2011-11-28,joinquant,601088,中国神华,1d,27.65,27.77,28.04,27.55,8024146.0,223131728.0,,
8035,stock_sz_000723_2011-11-29,stock_sz_000723,2011-11-29,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8036,stock_sz_000983_2011-11-29,stock_sz_000983,2011-11-29,joinquant,000983,山西焦煤,1d,113.35,114.62,114.87,112.44,1845002.0,210017856.0,,
8037,stock_sz_002460_2011-11-29,stock_sz_002460,2011-11-29,joinquant,002460,赣锋锂业,1d,40.37,40.48,40.86,40.13,1819045.0,73632784.0,,
8038,stock_sh_600157_2011-11-29,stock_sh_600157,2011-11-29,joinquant,600157,永泰能源,1d,147.24,149.43,152.62,147.24,941798.0,141616528.0,,
8039,stock_sh_600188_2011-11-29,stock_sh_600188,2011-11-29,joinquant,600188,兖矿能源,1d,65.27,65.47,65.76,64.64,2051497.0,133835464.0,,
8040,stock_sh_601088_2011-11-29,stock_sh_601088,2011-11-29,joinquant,601088,中国神华,1d,28.08,28.14,28.25,27.78,8242223.0,230924464.0,,
8041,stock_sz_000723_2011-11-30,stock_sz_000723,2011-11-30,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8042,stock_sz_000983_2011-11-30,stock_sz_000983,2011-11-30,joinquant,000983,山西焦煤,1d,114.87,110.68,114.99,109.71,2082502.0,233044224.0,,
8043,stock_sz_002460_2011-11-30,stock_sz_002460,2011-11-30,joinquant,002460,赣锋锂业,1d,40.48,38.01,40.55,36.54,2331608.0,89433312.0,,
8044,stock_sh_600157_2011-11-30,stock_sh_600157,2011-11-30,joinquant,600157,永泰能源,1d,148.88,145.6,150.16,142.96,493902.0,72182744.0,,
8045,stock_sh_600188_2011-11-30,stock_sh_600188,2011-11-30,joinquant,600188,兖矿能源,1d,65.39,62.15,65.47,62.0,2663465.0,168466704.0,,
8046,stock_sh_601088_2011-11-30,stock_sh_601088,2011-11-30,joinquant,601088,中国神华,1d,27.94,27.32,28.06,27.14,15545732.0,425753568.0,,
8047,stock_sz_000723_2011-12-01,stock_sz_000723,2011-12-01,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8048,stock_sz_000983_2011-12-01,stock_sz_000983,2011-12-01,joinquant,000983,山西焦煤,1d,113.59,112.99,114.93,112.62,3318798.0,377281568.0,,
8049,stock_sz_002460_2011-12-01,stock_sz_002460,2011-12-01,joinquant,002460,赣锋锂业,1d,39.42,38.92,39.86,38.66,2050660.0,80593704.0,,
8050,stock_sh_600157_2011-12-01,stock_sh_600157,2011-12-01,joinquant,600157,永泰能源,1d,150.34,148.52,153.44,147.97,478467.0,72114368.0,,
8051,stock_sh_600188_2011-12-01,stock_sh_600188,2011-12-01,joinquant,600188,兖矿能源,1d,65.39,63.55,65.98,63.53,3616136.0,233540016.0,,
8052,stock_sh_601088_2011-12-01,stock_sh_601088,2011-12-01,joinquant,601088,中国神华,1d,27.99,28.03,28.62,27.91,21442056.0,605652928.0,,
8053,stock_sz_000723_2011-12-02,stock_sz_000723,2011-12-02,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8054,stock_sz_000983_2011-12-02,stock_sz_000983,2011-12-02,joinquant,000983,山西焦煤,1d,112.32,110.26,112.32,109.71,1819823.0,201353456.0,,
8055,stock_sz_002460_2011-12-02,stock_sz_002460,2011-12-02,joinquant,002460,赣锋锂业,1d,38.51,37.28,38.51,37.08,1424325.0,53519312.0,,
8056,stock_sh_600157_2011-12-02,stock_sh_600157,2011-12-02,joinquant,600157,永泰能源,1d,147.24,147.06,149.43,145.24,167603.0,24717328.0,,
8057,stock_sh_600188_2011-12-02,stock_sh_600188,2011-12-02,joinquant,600188,兖矿能源,1d,62.97,61.95,62.97,61.52,2202661.0,136548512.0,,
8058,stock_sh_601088_2011-12-02,stock_sh_601088,2011-12-02,joinquant,601088,中国神华,1d,27.9,27.56,28.01,27.44,8291021.0,229319152.0,,
8059,stock_sz_000723_2011-12-05,stock_sz_000723,2011-12-05,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8060,stock_sz_000983_2011-12-05,stock_sz_000983,2011-12-05,joinquant,000983,山西焦煤,1d,109.95,105.7,110.13,105.4,2151691.0,230109152.0,,
8061,stock_sz_002460_2011-12-05,stock_sz_002460,2011-12-05,joinquant,002460,赣锋锂业,1d,36.37,35.57,37.07,35.55,1007714.0,36425468.0,,
8062,stock_sh_600157_2011-12-05,stock_sh_600157,2011-12-05,joinquant,600157,永泰能源,1d,148.43,141.87,148.43,141.33,259002.0,37208888.0,,
8063,stock_sh_600188_2011-12-05,stock_sh_600188,2011-12-05,joinquant,600188,兖矿能源,1d,61.93,60.7,61.93,60.53,1560614.0,95039248.0,,
8064,stock_sh_601088_2011-12-05,stock_sh_601088,2011-12-05,joinquant,601088,中国神华,1d,27.64,27.49,27.87,27.33,9218966.0,254519104.0,,
8065,stock_sz_000723_2011-12-06,stock_sz_000723,2011-12-06,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8066,stock_sz_000983_2011-12-06,stock_sz_000983,2011-12-06,joinquant,000983,山西焦煤,1d,106.07,105.89,106.92,105.4,1045390.0,110793880.0,,
8067,stock_sz_002460_2011-12-06,stock_sz_002460,2011-12-06,joinquant,002460,赣锋锂业,1d,35.96,36.37,36.99,35.78,1363107.0,49776304.0,,
8068,stock_sh_600157_2011-12-06,stock_sh_600157,2011-12-06,joinquant,600157,永泰能源,1d,141.87,141.33,142.87,140.78,135285.0,19116236.0,,
8069,stock_sh_600188_2011-12-06,stock_sh_600188,2011-12-06,joinquant,600188,兖矿能源,1d,60.7,60.48,60.99,59.82,1479184.0,89470048.0,,
8070,stock_sh_601088_2011-12-06,stock_sh_601088,2011-12-06,joinquant,601088,中国神华,1d,27.47,27.55,27.71,27.18,10620969.0,291443840.0,,
8071,stock_sz_000723_2011-12-07,stock_sz_000723,2011-12-07,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8072,stock_sz_000983_2011-12-07,stock_sz_000983,2011-12-07,joinquant,000983,山西焦煤,1d,106.31,105.89,106.74,105.4,815575.0,86505688.0,,
8073,stock_sz_002460_2011-12-07,stock_sz_002460,2011-12-07,joinquant,002460,赣锋锂业,1d,36.46,36.55,36.91,36.23,954645.0,34926968.0,,
8074,stock_sh_600157_2011-12-07,stock_sh_600157,2011-12-07,joinquant,600157,永泰能源,1d,141.33,143.87,144.06,141.23,168648.0,24092876.0,,
8075,stock_sh_600188_2011-12-07,stock_sh_600188,2011-12-07,joinquant,600188,兖矿能源,1d,60.14,60.62,60.89,60.14,894410.0,54180496.0,,
8076,stock_sh_601088_2011-12-07,stock_sh_601088,2011-12-07,joinquant,601088,中国神华,1d,27.55,27.72,27.79,27.41,7748392.0,213820336.0,,
8077,stock_sz_000723_2011-12-08,stock_sz_000723,2011-12-08,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8078,stock_sz_000983_2011-12-08,stock_sz_000983,2011-12-08,joinquant,000983,山西焦煤,1d,106.31,105.77,106.61,103.52,1123938.0,118226048.0,,
8079,stock_sz_002460_2011-12-08,stock_sz_002460,2011-12-08,joinquant,002460,赣锋锂业,1d,36.38,37.08,37.43,35.67,1563474.0,57363648.0,,
8080,stock_sh_600157_2011-12-08,stock_sh_600157,2011-12-08,joinquant,600157,永泰能源,1d,143.78,142.33,143.78,141.14,182043.0,25939360.0,,
8081,stock_sh_600188_2011-12-08,stock_sh_600188,2011-12-08,joinquant,600188,兖矿能源,1d,60.74,60.89,61.42,59.65,1251381.0,75892992.0,,
8082,stock_sh_601088_2011-12-08,stock_sh_601088,2011-12-08,joinquant,601088,中国神华,1d,27.64,27.73,27.95,27.43,7400063.0,204422144.0,,
8083,stock_sz_000723_2011-12-09,stock_sz_000723,2011-12-09,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8084,stock_sz_000983_2011-12-09,stock_sz_000983,2011-12-09,joinquant,000983,山西焦煤,1d,104.98,104.49,105.89,104.01,855283.0,89630648.0,,
8085,stock_sz_002460_2011-12-09,stock_sz_002460,2011-12-09,joinquant,002460,赣锋锂业,1d,36.66,37.07,37.28,36.38,932455.0,34407628.0,,
8086,stock_sh_600157_2011-12-09,stock_sh_600157,2011-12-09,joinquant,600157,永泰能源,1d,142.33,142.33,142.33,142.33,0.0,0.0,,
8087,stock_sh_600188_2011-12-09,stock_sh_600188,2011-12-09,joinquant,600188,兖矿能源,1d,60.19,60.36,61.01,60.11,1018922.0,61746704.0,,
8088,stock_sh_601088_2011-12-09,stock_sh_601088,2011-12-09,joinquant,601088,中国神华,1d,27.57,27.45,27.65,27.34,7823065.0,215103104.0,,
8089,stock_sz_000723_2011-12-12,stock_sz_000723,2011-12-12,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8090,stock_sz_000983_2011-12-12,stock_sz_000983,2011-12-12,joinquant,000983,山西焦煤,1d,104.37,103.76,104.73,102.85,1153029.0,119652856.0,,
8091,stock_sz_002460_2011-12-12,stock_sz_002460,2011-12-12,joinquant,002460,赣锋锂业,1d,37.26,36.88,38.13,36.87,1238619.0,46533828.0,,
8092,stock_sh_600157_2011-12-12,stock_sh_600157,2011-12-12,joinquant,600157,永泰能源,1d,140.6,138.87,142.33,137.5,220588.0,30857062.0,,
8093,stock_sh_600188_2011-12-12,stock_sh_600188,2011-12-12,joinquant,600188,兖矿能源,1d,59.9,59.53,60.55,59.46,987006.0,59168692.0,,
8094,stock_sh_601088_2011-12-12,stock_sh_601088,2011-12-12,joinquant,601088,中国神华,1d,27.44,27.17,27.44,27.06,7003314.0,190534144.0,,
8095,stock_sz_000723_2011-12-13,stock_sz_000723,2011-12-13,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8096,stock_sz_000983_2011-12-13,stock_sz_000983,2011-12-13,joinquant,000983,山西焦煤,1d,103.46,98.85,103.46,98.79,1557128.0,157112512.0,,
8097,stock_sz_002460_2011-12-13,stock_sz_002460,2011-12-13,joinquant,002460,赣锋锂业,1d,36.1,35.05,36.38,34.79,1271477.0,44870568.0,,
8098,stock_sh_600157_2011-12-13,stock_sh_600157,2011-12-13,joinquant,600157,永泰能源,1d,138.87,134.77,141.96,130.22,410206.0,56273748.0,,
8099,stock_sh_600188_2011-12-13,stock_sh_600188,2011-12-13,joinquant,600188,兖矿能源,1d,59.51,56.8,59.51,56.67,1974606.0,113774432.0,,
8100,stock_sh_601088_2011-12-13,stock_sh_601088,2011-12-13,joinquant,601088,中国神华,1d,27.13,26.92,27.28,26.88,11307405.0,306469440.0,,
8101,stock_sz_000723_2011-12-14,stock_sz_000723,2011-12-14,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8102,stock_sz_000983_2011-12-14,stock_sz_000983,2011-12-14,joinquant,000983,山西焦煤,1d,98.85,96.12,100.06,95.87,1344475.0,131840568.0,,
8103,stock_sz_002460_2011-12-14,stock_sz_002460,2011-12-14,joinquant,002460,赣锋锂业,1d,34.73,34.43,35.25,34.41,1063116.0,36973428.0,,
8104,stock_sh_600157_2011-12-14,stock_sh_600157,2011-12-14,joinquant,600157,永泰能源,1d,132.13,132.95,134.95,132.04,246530.0,32885704.0,,
8105,stock_sh_600188_2011-12-14,stock_sh_600188,2011-12-14,joinquant,600188,兖矿能源,1d,56.43,54.81,57.35,54.5,1683254.0,94044784.0,,
8106,stock_sh_601088_2011-12-14,stock_sh_601088,2011-12-14,joinquant,601088,中国神华,1d,26.94,26.79,27.08,26.74,6422712.0,172884080.0,,
8107,stock_sz_000723_2011-12-15,stock_sz_000723,2011-12-15,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8108,stock_sz_000983_2011-12-15,stock_sz_000983,2011-12-15,joinquant,000983,山西焦煤,1d,95.27,89.99,95.27,89.87,2331567.0,214119712.0,,
8109,stock_sz_002460_2011-12-15,stock_sz_002460,2011-12-15,joinquant,002460,赣锋锂业,1d,33.96,32.9,33.99,32.79,1324512.0,44278660.0,,
8110,stock_sh_600157_2011-12-15,stock_sh_600157,2011-12-15,joinquant,600157,永泰能源,1d,132.49,124.02,132.49,121.11,475153.0,59031892.0,,
8111,stock_sh_600188_2011-12-15,stock_sh_600188,2011-12-15,joinquant,600188,兖矿能源,1d,53.99,50.84,53.99,50.81,2849234.0,147892592.0,,
8112,stock_sh_601088_2011-12-15,stock_sh_601088,2011-12-15,joinquant,601088,中国神华,1d,26.52,25.88,26.73,25.72,11307777.0,294454496.0,,
8113,stock_sz_000723_2011-12-16,stock_sz_000723,2011-12-16,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8114,stock_sz_000983_2011-12-16,stock_sz_000983,2011-12-16,joinquant,000983,山西焦煤,1d,89.62,92.23,92.48,89.08,1875652.0,169504000.0,,
8115,stock_sz_002460_2011-12-16,stock_sz_002460,2011-12-16,joinquant,002460,赣锋锂业,1d,33.22,34.52,34.6,32.9,981489.0,33059124.0,,
8116,stock_sh_600157_2011-12-16,stock_sh_600157,2011-12-16,joinquant,600157,永泰能源,1d,123.39,129.76,130.94,122.29,330821.0,42053208.0,,
8117,stock_sh_600188_2011-12-16,stock_sh_600188,2011-12-16,joinquant,600188,兖矿能源,1d,50.43,52.68,52.99,49.8,2467875.0,125970432.0,,
8118,stock_sh_601088_2011-12-16,stock_sh_601088,2011-12-16,joinquant,601088,中国神华,1d,26.0,26.31,26.42,25.81,8559242.0,222743616.0,,
8119,stock_sz_000723_2011-12-19,stock_sz_000723,2011-12-19,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8120,stock_sz_000983_2011-12-19,stock_sz_000983,2011-12-19,joinquant,000983,山西焦煤,1d,91.02,91.08,92.11,87.74,1697806.0,152669856.0,,
8121,stock_sz_002460_2011-12-19,stock_sz_002460,2011-12-19,joinquant,002460,赣锋锂业,1d,34.41,35.4,35.47,33.75,1778463.0,62113080.0,,
8122,stock_sh_600157_2011-12-19,stock_sh_600157,2011-12-19,joinquant,600157,永泰能源,1d,129.12,133.68,134.13,125.94,293192.0,38115092.0,,
8123,stock_sh_600188_2011-12-19,stock_sh_600188,2011-12-19,joinquant,600188,兖矿能源,1d,51.93,51.54,51.93,49.38,2264936.0,114959792.0,,
8124,stock_sh_601088_2011-12-19,stock_sh_601088,2011-12-19,joinquant,601088,中国神华,1d,26.04,26.2,26.35,25.39,8426741.0,216684496.0,,
8125,stock_sz_000723_2011-12-20,stock_sz_000723,2011-12-20,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8126,stock_sz_000983_2011-12-20,stock_sz_000983,2011-12-20,joinquant,000983,山西焦煤,1d,90.35,90.96,92.54,89.99,1678427.0,153332912.0,,
8127,stock_sz_002460_2011-12-20,stock_sz_002460,2011-12-20,joinquant,002460,赣锋锂业,1d,35.16,34.88,35.93,34.88,1061653.0,37470532.0,,
8128,stock_sh_600157_2011-12-20,stock_sh_600157,2011-12-20,joinquant,600157,永泰能源,1d,130.4,133.86,135.32,130.4,175900.0,23378816.0,,
8129,stock_sh_600188_2011-12-20,stock_sh_600188,2011-12-20,joinquant,600188,兖矿能源,1d,51.54,51.54,51.54,51.54,0.0,0.0,,
8130,stock_sh_601088_2011-12-20,stock_sh_601088,2011-12-20,joinquant,601088,中国神华,1d,26.09,26.1,26.57,25.87,9200284.0,241047664.0,,
8131,stock_sz_000723_2011-12-21,stock_sz_000723,2011-12-21,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8132,stock_sz_000983_2011-12-21,stock_sz_000983,2011-12-21,joinquant,000983,山西焦煤,1d,92.29,88.41,92.78,88.35,1656408.0,151367040.0,,
8133,stock_sz_002460_2011-12-21,stock_sz_002460,2011-12-21,joinquant,002460,赣锋锂业,1d,35.49,33.5,35.63,33.5,969229.0,33610532.0,,
8134,stock_sh_600157_2011-12-21,stock_sh_600157,2011-12-21,joinquant,600157,永泰能源,1d,133.86,129.03,135.59,127.48,175665.0,23058018.0,,
8135,stock_sh_600188_2011-12-21,stock_sh_600188,2011-12-21,joinquant,600188,兖矿能源,1d,51.54,51.54,51.54,51.54,0.0,0.0,,
8136,stock_sh_601088_2011-12-21,stock_sh_601088,2011-12-21,joinquant,601088,中国神华,1d,26.47,26.08,26.57,26.04,8716510.0,229861024.0,,
8137,stock_sz_000723_2011-12-22,stock_sz_000723,2011-12-22,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8138,stock_sz_000983_2011-12-22,stock_sz_000983,2011-12-22,joinquant,000983,山西焦煤,1d,87.26,90.47,91.32,85.44,2245196.0,198776816.0,,
8139,stock_sz_002460_2011-12-22,stock_sz_002460,2011-12-22,joinquant,002460,赣锋锂业,1d,33.12,32.85,33.32,31.46,1227203.0,39576696.0,,
8140,stock_sh_600157_2011-12-22,stock_sh_600157,2011-12-22,joinquant,600157,永泰能源,1d,126.76,129.21,131.58,126.21,187931.0,24044180.0,,
8141,stock_sh_600188_2011-12-22,stock_sh_600188,2011-12-22,joinquant,600188,兖矿能源,1d,51.54,51.54,51.54,51.54,0.0,0.0,,
8142,stock_sh_601088_2011-12-22,stock_sh_601088,2011-12-22,joinquant,601088,中国神华,1d,25.83,26.46,26.59,25.83,9297454.0,244617328.0,,
8143,stock_sz_000723_2011-12-23,stock_sz_000723,2011-12-23,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8144,stock_sz_000983_2011-12-23,stock_sz_000983,2011-12-23,joinquant,000983,山西焦煤,1d,89.75,91.02,92.78,89.44,2145862.0,195518784.0,,
8145,stock_sz_002460_2011-12-23,stock_sz_002460,2011-12-23,joinquant,002460,赣锋锂业,1d,32.59,33.08,33.59,32.41,834679.0,27620740.0,,
8146,stock_sh_600157_2011-12-23,stock_sh_600157,2011-12-23,joinquant,600157,永泰能源,1d,128.85,130.31,131.95,128.12,80829.0,10554078.0,,
8147,stock_sh_600188_2011-12-23,stock_sh_600188,2011-12-23,joinquant,600188,兖矿能源,1d,52.56,52.27,53.14,51.37,3257621.0,170540304.0,,
8148,stock_sh_601088_2011-12-23,stock_sh_601088,2011-12-23,joinquant,601088,中国神华,1d,26.41,26.79,26.95,26.41,9169836.0,245151456.0,,
8149,stock_sz_000723_2011-12-26,stock_sz_000723,2011-12-26,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8150,stock_sz_000983_2011-12-26,stock_sz_000983,2011-12-26,joinquant,000983,山西焦煤,1d,89.81,89.69,91.99,89.32,1073749.0,97356720.0,,
8151,stock_sz_002460_2011-12-26,stock_sz_002460,2011-12-26,joinquant,002460,赣锋锂业,1d,33.08,32.44,33.73,32.44,664111.0,21999298.0,,
8152,stock_sh_600157_2011-12-26,stock_sh_600157,2011-12-26,joinquant,600157,永泰能源,1d,128.94,132.67,134.13,128.94,230656.0,30640638.0,,
8153,stock_sh_600188_2011-12-26,stock_sh_600188,2011-12-26,joinquant,600188,兖矿能源,1d,52.07,51.18,52.75,50.86,1470888.0,76143856.0,,
8154,stock_sh_601088_2011-12-26,stock_sh_601088,2011-12-26,joinquant,601088,中国神华,1d,26.63,26.42,26.85,26.34,4349906.0,115374496.0,,
8155,stock_sz_000723_2011-12-27,stock_sz_000723,2011-12-27,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8156,stock_sz_000983_2011-12-27,stock_sz_000983,2011-12-27,joinquant,000983,山西焦煤,1d,89.62,87.62,90.17,87.44,1132701.0,100368808.0,,
8157,stock_sz_002460_2011-12-27,stock_sz_002460,2011-12-27,joinquant,002460,赣锋锂业,1d,32.14,30.93,32.31,30.77,850556.0,26872932.0,,
8158,stock_sh_600157_2011-12-27,stock_sh_600157,2011-12-27,joinquant,600157,永泰能源,1d,132.04,129.12,132.13,127.48,90915.0,11876853.0,,
8159,stock_sh_600188_2011-12-27,stock_sh_600188,2011-12-27,joinquant,600188,兖矿能源,1d,51.18,50.14,51.59,49.89,1201478.0,61033168.0,,
8160,stock_sh_601088_2011-12-27,stock_sh_601088,2011-12-27,joinquant,601088,中国神华,1d,26.57,26.36,26.82,26.34,5475763.0,145189472.0,,
8161,stock_sz_000723_2011-12-28,stock_sz_000723,2011-12-28,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8162,stock_sz_000983_2011-12-28,stock_sz_000983,2011-12-28,joinquant,000983,山西焦煤,1d,87.38,87.08,88.47,85.62,1518324.0,132115152.0,,
8163,stock_sz_002460_2011-12-28,stock_sz_002460,2011-12-28,joinquant,002460,赣锋锂业,1d,30.59,30.56,30.88,29.32,1038999.0,31245914.0,,
8164,stock_sh_600157_2011-12-28,stock_sh_600157,2011-12-28,joinquant,600157,永泰能源,1d,127.03,130.58,130.94,126.57,86615.0,11076217.0,,
8165,stock_sh_600188_2011-12-28,stock_sh_600188,2011-12-28,joinquant,600188,兖矿能源,1d,49.68,50.28,50.81,49.36,1422514.0,71144088.0,,
8166,stock_sh_601088_2011-12-28,stock_sh_601088,2011-12-28,joinquant,601088,中国神华,1d,26.38,26.53,26.73,26.0,8244230.0,217024208.0,,
8167,stock_sz_000723_2011-12-29,stock_sz_000723,2011-12-29,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8168,stock_sz_000983_2011-12-29,stock_sz_000983,2011-12-29,joinquant,000983,山西焦煤,1d,86.59,86.77,87.74,86.17,1399270.0,121684616.0,,
8169,stock_sz_002460_2011-12-29,stock_sz_002460,2011-12-29,joinquant,002460,赣锋锂业,1d,30.17,30.47,30.87,29.88,668677.0,20406050.0,,
8170,stock_sh_600157_2011-12-29,stock_sh_600157,2011-12-29,joinquant,600157,永泰能源,1d,130.58,129.58,130.58,127.48,96280.0,12458704.0,,
8171,stock_sh_600188_2011-12-29,stock_sh_600188,2011-12-29,joinquant,600188,兖矿能源,1d,50.23,51.66,52.19,49.84,2024833.0,103271480.0,,
8172,stock_sh_601088_2011-12-29,stock_sh_601088,2011-12-29,joinquant,601088,中国神华,1d,26.45,26.8,26.85,26.36,7586539.0,201893152.0,,
8173,stock_sz_000723_2011-12-30,stock_sz_000723,2011-12-30,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8174,stock_sz_000983_2011-12-30,stock_sz_000983,2011-12-30,joinquant,000983,山西焦煤,1d,87.62,88.59,89.38,86.95,1983204.0,175050448.0,,
8175,stock_sz_002460_2011-12-30,stock_sz_002460,2011-12-30,joinquant,002460,赣锋锂业,1d,30.64,31.47,31.53,30.62,767442.0,23948096.0,,
8176,stock_sh_600157_2011-12-30,stock_sh_600157,2011-12-30,joinquant,600157,永泰能源,1d,130.67,132.04,132.58,129.85,106197.0,13967596.0,,
8177,stock_sh_600188_2011-12-30,stock_sh_600188,2011-12-30,joinquant,600188,兖矿能源,1d,51.78,54.23,54.74,51.66,3298539.0,176319296.0,,
8178,stock_sh_601088_2011-12-30,stock_sh_601088,2011-12-30,joinquant,601088,中国神华,1d,26.81,27.26,27.33,26.74,7878230.0,212641056.0,,
8179,stock_sz_000723_2012-01-04,stock_sz_000723,2012-01-04,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8180,stock_sz_000983_2012-01-04,stock_sz_000983,2012-01-04,joinquant,000983,山西焦煤,1d,89.56,85.56,90.05,85.44,1842038.0,161839088.0,,
8181,stock_sz_002460_2012-01-04,stock_sz_002460,2012-01-04,joinquant,002460,赣锋锂业,1d,31.91,29.97,32.15,29.94,1053325.0,32839402.0,,
8182,stock_sh_600157_2012-01-04,stock_sh_600157,2012-01-04,joinquant,600157,永泰能源,1d,132.49,131.76,134.5,131.49,179176.0,23886328.0,,
8183,stock_sh_600188_2012-01-04,stock_sh_600188,2012-01-04,joinquant,600188,兖矿能源,1d,54.96,52.39,55.42,52.32,2048733.0,110589536.0,,
8184,stock_sh_601088_2012-01-04,stock_sh_601088,2012-01-04,joinquant,601088,中国神华,1d,27.42,26.47,27.57,26.31,11269168.0,304078368.0,,
8185,stock_sz_000723_2012-01-05,stock_sz_000723,2012-01-05,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8186,stock_sz_000983_2012-01-05,stock_sz_000983,2012-01-05,joinquant,000983,山西焦煤,1d,84.95,83.43,86.29,83.07,1529439.0,129874304.0,,
8187,stock_sz_002460_2012-01-05,stock_sz_002460,2012-01-05,joinquant,002460,赣锋锂业,1d,29.79,28.52,30.32,28.5,1114379.0,32855812.0,,
8188,stock_sh_600157_2012-01-05,stock_sh_600157,2012-01-05,joinquant,600157,永泰能源,1d,128.49,125.94,132.77,125.3,216108.0,27664416.0,,
8189,stock_sh_600188_2012-01-05,stock_sh_600188,2012-01-05,joinquant,600188,兖矿能源,1d,52.1,51.06,53.45,50.91,2032185.0,106291416.0,,
8190,stock_sh_601088_2012-01-05,stock_sh_601088,2012-01-05,joinquant,601088,中国神华,1d,26.34,26.14,26.75,26.04,9399309.0,247970640.0,,
8191,stock_sz_000723_2012-01-06,stock_sz_000723,2012-01-06,joinquant,000723,美锦能源,1d,30.87,30.87,30.87,30.87,0.0,0.0,,
8192,stock_sz_000983_2012-01-06,stock_sz_000983,2012-01-06,joinquant,000983,山西焦煤,1d,83.56,84.77,84.77,82.4,1433669.0,119592016.0,,
8193,stock_sz_002460_2012-01-06,stock_sz_002460,2012-01-06,joinquant,002460,赣锋锂业,1d,28.2,28.89,29.11,27.33,959619.0,26874134.0,,
8194,stock_sh_600157_2012-01-06,stock_sh_600157,2012-01-06,joinquant,600157,永泰能源,1d,123.48,127.67,130.22,123.48,144885.0,18289852.0,,
