,id,entity_id,timestamp,provider,code,name,level,open,close,high,low,volume,turnover,change_pct,turnover_rate
20,stock_sz_000723_2005-01-11,stock_sz_000723,2005-01-11,joinquant,000723,美锦能源,1d,12.49,12.83,12.86,12.47,60525.0,767591.0,,
21,stock_sz_000983_2005-01-11,stock_sz_000983,2005-01-11,joinquant,000983,山西焦煤,1d,13.87,13.4,13.87,13.38,3438038.0,46945452.0,,
22,stock_sh_600157_2005-01-11,stock_sh_600157,2005-01-11,joinquant,600157,永泰能源,1d,16.69,16.82,17.01,16.69,19617.0,330134.0,,
23,stock_sh_600188_2005-01-11,stock_sh_600188,2005-01-11,joinquant,600188,兖矿能源,1d,12.36,12.4,12.57,12.36,1344840.0,16726539.0,,
24,stock_sz_000723_2005-01-12,stock_sz_000723,2005-01-12,joinquant,000723,美锦能源,1d,12.83,12.88,12.93,12.57,64691.0,829234.0,,
25,stock_sz_000983_2005-01-12,stock_sz_000983,2005-01-12,joinquant,000983,山西焦煤,1d,13.4,13.47,13.7,13.38,1983057.0,26739859.0,,
26,stock_sh_600157_2005-01-12,stock_sh_600157,2005-01-12,joinquant,600157,永泰能源,1d,16.69,16.75,16.85,16.59,16545.0,276273.0,,
27,stock_sh_600188_2005-01-12,stock_sh_600188,2005-01-12,joinquant,600188,兖矿能源,1d,12.5,12.47,12.52,12.36,915372.0,11414895.0,,
28,stock_sz_000723_2005-01-13,stock_sz_000723,2005-01-13,joinquant,000723,美锦能源,1d,12.85,12.81,12.85,12.56,70007.0,889096.0,,
29,stock_sz_000983_2005-01-13,stock_sz_000983,2005-01-13,joinquant,000983,山西焦煤,1d,13.47,14.0,14.01,13.45,3133822.0,43097090.0,,
30,stock_sh_600157_2005-01-13,stock_sh_600157,2005-01-13,joinquant,600157,永泰能源,1d,16.59,16.82,16.98,16.59,37609.0,633375.0,,
31,stock_sh_600188_2005-01-13,stock_sh_600188,2005-01-13,joinquant,600188,兖矿能源,1d,12.48,12.71,12.76,12.41,1099582.0,13903623.0,,
32,stock_sz_000723_2005-01-14,stock_sz_000723,2005-01-14,joinquant,000723,美锦能源,1d,12.64,12.77,12.85,12.49,51481.0,654995.0,,
33,stock_sz_000983_2005-01-14,stock_sz_000983,2005-01-14,joinquant,000983,山西焦煤,1d,13.98,13.97,14.12,13.8,1039117.0,14564429.0,,
34,stock_sh_600157_2005-01-14,stock_sh_600157,2005-01-14,joinquant,600157,永泰能源,1d,16.82,16.95,17.17,16.75,64283.0,1093116.0,,
35,stock_sh_600188_2005-01-14,stock_sh_600188,2005-01-14,joinquant,600188,兖矿能源,1d,12.68,12.5,12.79,12.43,469142.0,5945538.0,,
36,stock_sz_000723_2005-01-17,stock_sz_000723,2005-01-17,joinquant,000723,美锦能源,1d,12.49,12.38,12.65,12.21,18827.0,232400.0,,
37,stock_sz_000983_2005-01-17,stock_sz_000983,2005-01-17,joinquant,000983,山西焦煤,1d,13.71,13.8,13.87,13.5,1340009.0,18439764.0,,
38,stock_sh_600157_2005-01-17,stock_sh_600157,2005-01-17,joinquant,600157,永泰能源,1d,16.78,16.46,16.78,16.39,50371.0,833362.0,,
39,stock_sh_600188_2005-01-17,stock_sh_600188,2005-01-17,joinquant,600188,兖矿能源,1d,12.39,12.8,12.9,11.94,2833382.0,35808522.0,,
40,stock_sz_000723_2005-01-18,stock_sz_000723,2005-01-18,joinquant,000723,美锦能源,1d,12.38,12.0,12.49,11.66,130181.0,1544197.0,,
41,stock_sz_000983_2005-01-18,stock_sz_000983,2005-01-18,joinquant,000983,山西焦煤,1d,13.8,13.82,13.92,13.7,1726445.0,23741270.0,,
42,stock_sh_600157_2005-01-18,stock_sh_600157,2005-01-18,joinquant,600157,永泰能源,1d,16.43,16.82,16.82,16.43,35377.0,587312.0,,
43,stock_sh_600188_2005-01-18,stock_sh_600188,2005-01-18,joinquant,600188,兖矿能源,1d,12.77,12.73,12.81,12.63,2376846.0,30265111.0,,
44,stock_sz_000723_2005-01-19,stock_sz_000723,2005-01-19,joinquant,000723,美锦能源,1d,11.96,11.97,12.15,11.5,106321.0,1255976.0,,
45,stock_sz_000983_2005-01-19,stock_sz_000983,2005-01-19,joinquant,000983,山西焦煤,1d,13.8,12.98,13.82,12.94,3119621.0,41354100.0,,
46,stock_sh_600157_2005-01-19,stock_sh_600157,2005-01-19,joinquant,600157,永泰能源,1d,16.88,16.65,16.91,16.49,35463.0,595087.0,,
47,stock_sh_600188_2005-01-19,stock_sh_600188,2005-01-19,joinquant,600188,兖矿能源,1d,12.76,12.7,12.83,12.57,2396984.0,30395770.0,,
48,stock_sz_000723_2005-01-20,stock_sz_000723,2005-01-20,joinquant,000723,美锦能源,1d,11.75,11.87,11.92,11.7,59865.0,705376.0,,
49,stock_sz_000983_2005-01-20,stock_sz_000983,2005-01-20,joinquant,000983,山西焦煤,1d,12.74,12.6,12.96,12.34,5962469.0,75098447.0,,
50,stock_sh_600157_2005-01-20,stock_sh_600157,2005-01-20,joinquant,600157,永泰能源,1d,16.65,16.72,16.82,16.56,31698.0,529305.0,,
51,stock_sh_600188_2005-01-20,stock_sh_600188,2005-01-20,joinquant,600188,兖矿能源,1d,12.58,12.37,12.58,12.21,1510315.0,18625704.0,,
52,stock_sz_000723_2005-01-21,stock_sz_000723,2005-01-21,joinquant,000723,美锦能源,1d,11.75,12.13,12.15,11.65,151481.0,1808899.0,,
53,stock_sz_000983_2005-01-21,stock_sz_000983,2005-01-21,joinquant,000983,山西焦煤,1d,12.47,13.43,13.68,12.45,5708579.0,74755154.0,,
54,stock_sh_600157_2005-01-21,stock_sh_600157,2005-01-21,joinquant,600157,永泰能源,1d,16.69,16.91,17.07,16.26,73130.0,1221778.0,,
55,stock_sh_600188_2005-01-21,stock_sh_600188,2005-01-21,joinquant,600188,兖矿能源,1d,12.31,12.63,12.84,12.12,1734224.0,21680540.0,,
56,stock_sz_000723_2005-01-24,stock_sz_000723,2005-01-24,joinquant,000723,美锦能源,1d,12.26,12.0,12.54,11.81,295228.0,3529559.0,,
57,stock_sz_000983_2005-01-24,stock_sz_000983,2005-01-24,joinquant,000983,山西焦煤,1d,13.68,13.9,13.95,13.42,2869260.0,39240280.0,,
58,stock_sh_600157_2005-01-24,stock_sh_600157,2005-01-24,joinquant,600157,永泰能源,1d,17.01,17.33,17.37,16.85,92982.0,1595673.0,,
59,stock_sh_600188_2005-01-24,stock_sh_600188,2005-01-24,joinquant,600188,兖矿能源,1d,12.73,12.75,13.01,12.41,2100728.0,26590426.0,,
60,stock_sz_000723_2005-01-25,stock_sz_000723,2005-01-25,joinquant,000723,美锦能源,1d,11.96,11.99,12.0,11.79,113719.0,1357206.0,,
61,stock_sz_000983_2005-01-25,stock_sz_000983,2005-01-25,joinquant,000983,山西焦煤,1d,13.78,14.37,14.54,13.71,2547304.0,36175053.0,,
62,stock_sh_600157_2005-01-25,stock_sh_600157,2005-01-25,joinquant,600157,永泰能源,1d,17.17,17.14,17.24,16.91,26174.0,447750.0,,
63,stock_sh_600188_2005-01-25,stock_sh_600188,2005-01-25,joinquant,600188,兖矿能源,1d,12.67,13.0,13.03,12.57,1700870.0,21913615.0,,
64,stock_sz_000723_2005-01-26,stock_sz_000723,2005-01-26,joinquant,000723,美锦能源,1d,12.04,11.96,12.15,11.81,126793.0,1503297.0,,
65,stock_sz_000983_2005-01-26,stock_sz_000983,2005-01-26,joinquant,000983,山西焦煤,1d,14.35,14.43,14.61,14.24,3380040.0,49016027.0,,
66,stock_sh_600157_2005-01-26,stock_sh_600157,2005-01-26,joinquant,600157,永泰能源,1d,17.66,17.3,18.05,17.2,120681.0,2117236.0,,
67,stock_sh_600188_2005-01-26,stock_sh_600188,2005-01-26,joinquant,600188,兖矿能源,1d,13.0,12.88,13.02,12.87,1235139.0,15985663.0,,
68,stock_sz_000723_2005-01-27,stock_sz_000723,2005-01-27,joinquant,000723,美锦能源,1d,11.89,11.78,11.96,11.66,79172.0,931755.0,,
69,stock_sz_000983_2005-01-27,stock_sz_000983,2005-01-27,joinquant,000983,山西焦煤,1d,14.35,14.0,14.45,13.99,1373307.0,19488254.0,,
70,stock_sh_600157_2005-01-27,stock_sh_600157,2005-01-27,joinquant,600157,永泰能源,1d,17.2,16.72,17.2,16.59,38056.0,639624.0,,
71,stock_sh_600188_2005-01-27,stock_sh_600188,2005-01-27,joinquant,600188,兖矿能源,1d,12.87,12.79,12.88,12.64,643751.0,8225813.0,,
72,stock_sz_000723_2005-01-28,stock_sz_000723,2005-01-28,joinquant,000723,美锦能源,1d,11.76,11.66,11.83,11.53,106426.0,1239160.0,,
73,stock_sz_000983_2005-01-28,stock_sz_000983,2005-01-28,joinquant,000983,山西焦煤,1d,13.02,14.03,14.4,13.02,1743343.0,24064658.0,,
74,stock_sh_600157_2005-01-28,stock_sh_600157,2005-01-28,joinquant,600157,永泰能源,1d,16.52,16.39,16.75,16.33,45117.0,741688.0,,
75,stock_sh_600188_2005-01-28,stock_sh_600188,2005-01-28,joinquant,600188,兖矿能源,1d,12.66,12.66,12.73,12.53,214295.0,2709867.0,,
76,stock_sz_000723_2005-01-31,stock_sz_000723,2005-01-31,joinquant,000723,美锦能源,1d,11.58,11.63,11.75,11.37,64389.0,743034.0,,
77,stock_sz_000983_2005-01-31,stock_sz_000983,2005-01-31,joinquant,000983,山西焦煤,1d,14.06,14.27,14.27,13.93,1264612.0,17903942.0,,
78,stock_sh_600157_2005-01-31,stock_sh_600157,2005-01-31,joinquant,600157,永泰能源,1d,16.23,15.23,16.3,15.23,79427.0,1241995.0,,
79,stock_sh_600188_2005-01-31,stock_sh_600188,2005-01-31,joinquant,600188,兖矿能源,1d,12.66,12.87,12.88,12.55,1090103.0,13789686.0,,
80,stock_sz_000723_2005-02-01,stock_sz_000723,2005-02-01,joinquant,000723,美锦能源,1d,11.75,11.66,11.79,11.55,41728.0,486604.0,,
81,stock_sz_000983_2005-02-01,stock_sz_000983,2005-02-01,joinquant,000983,山西焦煤,1d,14.24,14.81,14.83,14.24,2149147.0,31600477.0,,
82,stock_sh_600157_2005-02-01,stock_sh_600157,2005-02-01,joinquant,600157,永泰能源,1d,15.23,15.16,15.55,15.16,33611.0,515311.0,,
83,stock_sh_600188_2005-02-01,stock_sh_600188,2005-02-01,joinquant,600188,兖矿能源,1d,12.89,12.93,13.06,12.79,971319.0,12609607.0,,
84,stock_sz_000723_2005-02-02,stock_sz_000723,2005-02-02,joinquant,000723,美锦能源,1d,11.75,12.15,12.15,11.62,360135.0,4290353.0,,
85,stock_sz_000983_2005-02-02,stock_sz_000983,2005-02-02,joinquant,000983,山西焦煤,1d,14.96,16.12,16.25,14.81,4018566.0,62367196.0,,
86,stock_sh_600157_2005-02-02,stock_sh_600157,2005-02-02,joinquant,600157,永泰能源,1d,15.2,15.94,15.94,15.16,38297.0,602279.0,,
87,stock_sh_600188_2005-02-02,stock_sh_600188,2005-02-02,joinquant,600188,兖矿能源,1d,12.81,13.58,13.58,12.81,3009340.0,40136023.0,,
88,stock_sz_000723_2005-02-03,stock_sz_000723,2005-02-03,joinquant,000723,美锦能源,1d,12.1,11.83,12.1,11.63,207744.0,2448135.0,,
89,stock_sz_000983_2005-02-03,stock_sz_000983,2005-02-03,joinquant,000983,山西焦煤,1d,16.09,15.97,16.12,15.64,2364948.0,37652843.0,,
90,stock_sh_600157_2005-02-03,stock_sh_600157,2005-02-03,joinquant,600157,永泰能源,1d,16.04,15.68,16.2,15.68,41173.0,654299.0,,
91,stock_sh_600188_2005-02-03,stock_sh_600188,2005-02-03,joinquant,600188,兖矿能源,1d,13.58,13.47,13.79,13.38,1695062.0,23012473.0,,
92,stock_sz_000723_2005-02-04,stock_sz_000723,2005-02-04,joinquant,000723,美锦能源,1d,11.66,11.97,12.04,11.63,247160.0,2945491.0,,
93,stock_sz_000983_2005-02-04,stock_sz_000983,2005-02-04,joinquant,000983,山西焦煤,1d,15.93,16.04,16.42,15.71,2894212.0,46754188.0,,
94,stock_sh_600157_2005-02-04,stock_sh_600157,2005-02-04,joinquant,600157,永泰能源,1d,15.88,15.97,16.01,15.65,30870.0,488765.0,,
95,stock_sh_600188_2005-02-04,stock_sh_600188,2005-02-04,joinquant,600188,兖矿能源,1d,13.47,13.85,13.98,13.28,3781708.0,51951050.0,,
96,stock_sz_000723_2005-02-16,stock_sz_000723,2005-02-16,joinquant,000723,美锦能源,1d,11.83,11.92,11.99,11.83,46235.0,551992.0,,
97,stock_sz_000983_2005-02-16,stock_sz_000983,2005-02-16,joinquant,000983,山西焦煤,1d,16.22,16.05,16.24,15.82,3558293.0,57048472.0,,
98,stock_sh_600157_2005-02-16,stock_sh_600157,2005-02-16,joinquant,600157,永泰能源,1d,16.36,16.01,16.43,15.71,20526.0,330781.0,,
99,stock_sh_600188_2005-02-16,stock_sh_600188,2005-02-16,joinquant,600188,兖矿能源,1d,14.2,14.09,14.38,13.86,3778256.0,53558837.0,,
100,stock_sz_000723_2005-02-17,stock_sz_000723,2005-02-17,joinquant,000723,美锦能源,1d,11.96,11.86,11.99,11.83,58519.0,696463.0,,
101,stock_sz_000983_2005-02-17,stock_sz_000983,2005-02-17,joinquant,000983,山西焦煤,1d,16.25,15.82,16.25,15.7,1243563.0,19658970.0,,
102,stock_sh_600157_2005-02-17,stock_sh_600157,2005-02-17,joinquant,600157,永泰能源,1d,15.78,16.14,16.2,15.78,24259.0,386166.0,,
103,stock_sh_600188_2005-02-17,stock_sh_600188,2005-02-17,joinquant,600188,兖矿能源,1d,14.27,14.01,14.27,13.86,1576582.0,22032501.0,,
104,stock_sz_000723_2005-02-18,stock_sz_000723,2005-02-18,joinquant,000723,美锦能源,1d,11.75,11.79,11.94,11.71,53395.0,631376.0,,
105,stock_sz_000983_2005-02-18,stock_sz_000983,2005-02-18,joinquant,000983,山西焦煤,1d,15.82,16.35,16.41,15.8,3129645.0,50763879.0,,
106,stock_sh_600157_2005-02-18,stock_sh_600157,2005-02-18,joinquant,600157,永泰能源,1d,15.81,15.75,16.01,15.71,32625.0,517407.0,,
107,stock_sh_600188_2005-02-18,stock_sh_600188,2005-02-18,joinquant,600188,兖矿能源,1d,14.01,14.02,14.13,13.88,1572642.0,22019983.0,,
108,stock_sz_000723_2005-02-21,stock_sz_000723,2005-02-21,joinquant,000723,美锦能源,1d,11.53,11.79,11.83,11.53,147717.0,1728110.0,,
109,stock_sz_000983_2005-02-21,stock_sz_000983,2005-02-21,joinquant,000983,山西焦煤,1d,16.36,16.57,16.72,16.17,3007660.0,49549039.0,,
110,stock_sh_600157_2005-02-21,stock_sh_600157,2005-02-21,joinquant,600157,永泰能源,1d,15.75,15.94,15.97,15.75,51273.0,813657.0,,
111,stock_sh_600188_2005-02-21,stock_sh_600188,2005-02-21,joinquant,600188,兖矿能源,1d,14.11,14.32,14.33,13.9,2643689.0,37651040.0,,
112,stock_sz_000723_2005-02-22,stock_sz_000723,2005-02-22,joinquant,000723,美锦能源,1d,11.79,12.65,12.8,11.66,1497503.0,18038046.0,,
113,stock_sz_000983_2005-02-22,stock_sz_000983,2005-02-22,joinquant,000983,山西焦煤,1d,16.67,16.68,16.76,16.44,4152132.0,69037013.0,,
114,stock_sh_600157_2005-02-22,stock_sh_600157,2005-02-22,joinquant,600157,永泰能源,1d,15.88,16.49,16.52,15.88,85760.0,1400904.0,,
115,stock_sh_600188_2005-02-22,stock_sh_600188,2005-02-22,joinquant,600188,兖矿能源,1d,14.32,14.4,14.45,14.25,3315990.0,47592388.0,,
116,stock_sz_000723_2005-02-23,stock_sz_000723,2005-02-23,joinquant,000723,美锦能源,1d,12.49,12.98,13.2,12.28,2389433.0,30232834.0,,
117,stock_sz_000983_2005-02-23,stock_sz_000983,2005-02-23,joinquant,000983,山西焦煤,1d,16.68,16.52,16.74,16.44,2780562.0,46177434.0,,
118,stock_sh_600157_2005-02-23,stock_sh_600157,2005-02-23,joinquant,600157,永泰能源,1d,16.52,16.69,16.78,16.39,111695.0,1863227.0,,
119,stock_sh_600188_2005-02-23,stock_sh_600188,2005-02-23,joinquant,600188,兖矿能源,1d,14.4,14.24,14.4,14.22,1665032.0,23780174.0,,
120,stock_sz_000723_2005-02-24,stock_sz_000723,2005-02-24,joinquant,000723,美锦能源,1d,12.72,12.75,12.96,12.64,842773.0,10761769.0,,
121,stock_sz_000983_2005-02-24,stock_sz_000983,2005-02-24,joinquant,000983,山西焦煤,1d,16.46,16.54,16.62,16.45,1756035.0,28982053.0,,
122,stock_sh_600157_2005-02-24,stock_sh_600157,2005-02-24,joinquant,600157,永泰能源,1d,16.59,16.78,16.78,16.46,63378.0,1052819.0,,
123,stock_sh_600188_2005-02-24,stock_sh_600188,2005-02-24,joinquant,600188,兖矿能源,1d,14.21,14.17,14.28,14.01,1780148.0,25294548.0,,
124,stock_sz_000723_2005-02-25,stock_sz_000723,2005-02-25,joinquant,000723,美锦能源,1d,12.88,12.72,12.94,12.64,617222.0,7893800.0,,
125,stock_sz_000983_2005-02-25,stock_sz_000983,2005-02-25,joinquant,000983,山西焦煤,1d,16.47,16.88,17.25,16.47,4448589.0,75139385.0,,
126,stock_sh_600157_2005-02-25,stock_sh_600157,2005-02-25,joinquant,600157,永泰能源,1d,16.69,16.75,16.98,16.62,109565.0,1843110.0,,
127,stock_sh_600188_2005-02-25,stock_sh_600188,2005-02-25,joinquant,600188,兖矿能源,1d,14.62,14.54,14.95,14.24,3469724.0,50553541.0,,
128,stock_sz_000723_2005-02-28,stock_sz_000723,2005-02-28,joinquant,000723,美锦能源,1d,12.72,12.34,12.8,12.25,451605.0,5627023.0,,
129,stock_sz_000983_2005-02-28,stock_sz_000983,2005-02-28,joinquant,000983,山西焦煤,1d,16.93,16.81,16.99,16.65,1530275.0,25724523.0,,
130,stock_sh_600157_2005-02-28,stock_sh_600157,2005-02-28,joinquant,600157,永泰能源,1d,16.69,17.3,17.4,16.52,288528.0,4938950.0,,
131,stock_sh_600188_2005-02-28,stock_sh_600188,2005-02-28,joinquant,600188,兖矿能源,1d,14.54,14.59,14.63,14.45,2321476.0,33751562.0,,
132,stock_sz_000723_2005-03-01,stock_sz_000723,2005-03-01,joinquant,000723,美锦能源,1d,12.39,12.52,12.72,12.23,739517.0,9195619.0,,
133,stock_sz_000983_2005-03-01,stock_sz_000983,2005-03-01,joinquant,000983,山西焦煤,1d,16.36,16.49,16.83,16.29,1572977.0,25874629.0,,
134,stock_sh_600157_2005-03-01,stock_sh_600157,2005-03-01,joinquant,600157,永泰能源,1d,17.2,17.37,17.37,16.91,103466.0,1778132.0,,
135,stock_sh_600188_2005-03-01,stock_sh_600188,2005-03-01,joinquant,600188,兖矿能源,1d,14.59,14.45,14.6,14.41,821776.0,11891658.0,,
136,stock_sz_000723_2005-03-02,stock_sz_000723,2005-03-02,joinquant,000723,美锦能源,1d,12.47,12.2,12.51,12.09,538900.0,6625074.0,,
137,stock_sz_000983_2005-03-02,stock_sz_000983,2005-03-02,joinquant,000983,山西焦煤,1d,16.46,16.3,16.8,16.18,3005892.0,49415628.0,,
138,stock_sh_600157_2005-03-02,stock_sh_600157,2005-03-02,joinquant,600157,永泰能源,1d,18.95,17.66,18.95,17.59,622833.0,11286888.0,,
139,stock_sh_600188_2005-03-02,stock_sh_600188,2005-03-02,joinquant,600188,兖矿能源,1d,14.45,14.3,14.74,14.27,998492.0,14459711.0,,
140,stock_sz_000723_2005-03-03,stock_sz_000723,2005-03-03,joinquant,000723,美锦能源,1d,12.15,12.17,12.25,11.79,220241.0,2643838.0,,
141,stock_sz_000983_2005-03-03,stock_sz_000983,2005-03-03,joinquant,000983,山西焦煤,1d,16.25,16.37,16.44,16.15,1880697.0,30610717.0,,
142,stock_sh_600157_2005-03-03,stock_sh_600157,2005-03-03,joinquant,600157,永泰能源,1d,17.17,17.33,17.33,16.85,153839.0,2624640.0,,
143,stock_sh_600188_2005-03-03,stock_sh_600188,2005-03-03,joinquant,600188,兖矿能源,1d,14.22,14.22,14.32,14.11,568782.0,8059333.0,,
144,stock_sz_000723_2005-03-04,stock_sz_000723,2005-03-04,joinquant,000723,美锦能源,1d,12.07,12.3,12.33,11.92,282981.0,3434782.0,,
145,stock_sz_000983_2005-03-04,stock_sz_000983,2005-03-04,joinquant,000983,山西焦煤,1d,16.35,15.99,16.36,15.8,1890315.0,30383437.0,,
146,stock_sh_600157_2005-03-04,stock_sh_600157,2005-03-04,joinquant,600157,永泰能源,1d,17.14,16.82,17.27,16.78,69907.0,1189401.0,,
147,stock_sh_600188_2005-03-04,stock_sh_600188,2005-03-04,joinquant,600188,兖矿能源,1d,14.25,13.77,14.25,13.62,3385015.0,46789093.0,,
148,stock_sz_000723_2005-03-07,stock_sz_000723,2005-03-07,joinquant,000723,美锦能源,1d,12.39,12.36,12.39,12.18,338580.0,4159477.0,,
149,stock_sz_000983_2005-03-07,stock_sz_000983,2005-03-07,joinquant,000983,山西焦煤,1d,16.04,15.79,16.14,15.76,1796114.0,28626626.0,,
150,stock_sh_600157_2005-03-07,stock_sh_600157,2005-03-07,joinquant,600157,永泰能源,1d,16.82,16.82,16.82,16.82,0.0,0.0,,
151,stock_sh_600188_2005-03-07,stock_sh_600188,2005-03-07,joinquant,600188,兖矿能源,1d,13.7,13.82,13.88,13.7,837789.0,11558693.0,,
152,stock_sz_000723_2005-03-08,stock_sz_000723,2005-03-08,joinquant,000723,美锦能源,1d,12.36,12.43,12.51,12.2,516728.0,6407659.0,,
153,stock_sz_000983_2005-03-08,stock_sz_000983,2005-03-08,joinquant,000983,山西焦煤,1d,15.61,16.3,16.45,15.61,2969965.0,48122661.0,,
154,stock_sh_600157_2005-03-08,stock_sh_600157,2005-03-08,joinquant,600157,永泰能源,1d,16.72,17.07,17.07,16.72,105761.0,1783096.0,,
155,stock_sh_600188_2005-03-08,stock_sh_600188,2005-03-08,joinquant,600188,兖矿能源,1d,14.09,14.06,14.09,13.74,2270659.0,31523502.0,,
156,stock_sz_000723_2005-03-09,stock_sz_000723,2005-03-09,joinquant,000723,美锦能源,1d,12.62,12.38,12.64,12.13,412994.0,5094761.0,,
157,stock_sz_000983_2005-03-09,stock_sz_000983,2005-03-09,joinquant,000983,山西焦煤,1d,16.47,15.82,16.47,15.67,3411260.0,54210657.0,,
158,stock_sh_600157_2005-03-09,stock_sh_600157,2005-03-09,joinquant,600157,永泰能源,1d,16.95,16.95,17.17,16.91,71513.0,1215595.0,,
159,stock_sh_600188_2005-03-09,stock_sh_600188,2005-03-09,joinquant,600188,兖矿能源,1d,14.13,13.85,14.2,13.69,2609215.0,36198998.0,,
160,stock_sz_000723_2005-03-10,stock_sz_000723,2005-03-10,joinquant,000723,美锦能源,1d,12.38,11.99,12.39,11.79,391215.0,4708999.0,,
161,stock_sz_000983_2005-03-10,stock_sz_000983,2005-03-10,joinquant,000983,山西焦煤,1d,15.81,15.49,15.96,15.46,3508785.0,54669478.0,,
162,stock_sh_600157_2005-03-10,stock_sh_600157,2005-03-10,joinquant,600157,永泰能源,1d,16.95,16.52,16.95,16.46,74167.0,1235511.0,,
163,stock_sh_600188_2005-03-10,stock_sh_600188,2005-03-10,joinquant,600188,兖矿能源,1d,13.86,13.58,13.86,13.54,4112539.0,56123726.0,,
164,stock_sz_000723_2005-03-11,stock_sz_000723,2005-03-11,joinquant,000723,美锦能源,1d,12.0,12.07,12.21,11.87,428642.0,5165876.0,,
165,stock_sz_000983_2005-03-11,stock_sz_000983,2005-03-11,joinquant,000983,山西焦煤,1d,15.49,15.51,15.64,15.35,2843592.0,44090499.0,,
166,stock_sh_600157_2005-03-11,stock_sh_600157,2005-03-11,joinquant,600157,永泰能源,1d,16.49,16.52,16.65,16.49,67401.0,1115866.0,,
167,stock_sh_600188_2005-03-11,stock_sh_600188,2005-03-11,joinquant,600188,兖矿能源,1d,13.63,13.42,13.69,13.17,3258422.0,43464202.0,,
168,stock_sz_000723_2005-03-14,stock_sz_000723,2005-03-14,joinquant,000723,美锦能源,1d,12.07,11.99,12.2,11.65,399086.0,4739855.0,,
169,stock_sz_000983_2005-03-14,stock_sz_000983,2005-03-14,joinquant,000983,山西焦煤,1d,15.54,16.43,16.72,15.54,7323863.0,118068736.0,,
170,stock_sh_600157_2005-03-14,stock_sh_600157,2005-03-14,joinquant,600157,永泰能源,1d,16.52,16.04,16.62,16.01,72882.0,1178065.0,,
171,stock_sh_600188_2005-03-14,stock_sh_600188,2005-03-14,joinquant,600188,兖矿能源,1d,13.39,13.68,13.73,13.35,2492285.0,33792477.0,,
